;DT;RV1;RV5;BPV1;BPV5;medRV1;medRV5;RK1;RK5;RQ1;RQ5;medRQ1;medRQ5;CLOSE
375;02/07/2015;2.42E-05;1.97E-05;2.13E-05;1.85E-05;1.99E-05;1.86E-05;2.29E-05;1.12E-05;0.050792728;0.034270037;0.034352755;0.034352755;207.3
376;06/07/2015;3.91E-05;3.24E-05;3.99E-05;3.09E-05;3.92E-05;2.73E-05;3.02E-05;3.78E-05;0.084402142;0.059682849;0.075846647;0.075846647;206.7
377;07/07/2015;7.71E-05;9.44E-05;6.95E-05;8.52E-05;7.28E-05;7.90E-05;9.18E-05;0.000119644;0.164434955;0.168638972;0.126606731;0.126606731;207.99
378;08/07/2015;8.78E-05;7.40E-05;8.58E-05;6.78E-05;8.21E-05;6.81E-05;8.69E-05;6.13E-05;0.145479025;0.11927768;0.143059179;0.143059179;204.49
379;09/07/2015;4.33E-05;4.31E-05;4.21E-05;4.01E-05;4.03E-05;4.15E-05;4.21E-05;3.77E-05;0.085445614;0.068239139;0.065979884;0.065979884;204.89
380;10/07/2015;2.39E-05;1.92E-05;2.32E-05;1.78E-05;2.41E-05;1.78E-05;2.44E-05;2.06E-05;0.044751895;0.031901078;0.04088751;0.04088751;207.46
381;13/07/2015;1.38E-05;1.08E-05;1.38E-05;1.07E-05;1.40E-05;1.13E-05;8.10E-06;7.98E-06;0.023757527;0.021279453;0.023435692;0.023435692;209.76
382;14/07/2015;8.78E-06;6.96E-06;8.21E-06;6.61E-06;7.91E-06;6.05E-06;6.32E-06;6.38E-06;0.018069991;0.011742734;0.015147983;0.015147983;210.68
383;15/07/2015;1.73E-05;1.53E-05;1.64E-05;1.60E-05;1.53E-05;1.52E-05;1.79E-05;1.56E-05;0.037918886;0.026459944;0.027953664;0.027953664;210.63
384;16/07/2015;9.63E-06;7.11E-06;8.42E-06;7.56E-06;8.00E-06;6.67E-06;6.40E-06;6.93E-06;0.02496902;0.012060596;0.014818898;0.014818898;212.25
385;17/07/2015;8.02E-06;4.25E-06;7.76E-06;3.79E-06;7.72E-06;4.16E-06;6.44E-06;5.13E-06;0.018207199;0.008123043;0.01581832;0.01581832;212.45
386;20/07/2015;1.07E-05;9.47E-06;9.77E-06;9.13E-06;9.73E-06;1.03E-05;1.10E-05;8.26E-06;0.021597397;0.016014072;0.018017025;0.018017025;212.6125
387;21/07/2015;1.23E-05;1.19E-05;1.03E-05;1.18E-05;1.10E-05;1.22E-05;1.33E-05;1.11E-05;0.023819477;0.017059937;0.018502284;0.018502284;211.75
388;22/07/2015;1.54E-05;1.28E-05;1.28E-05;1.04E-05;1.23E-05;1.06E-05;1.28E-05;1.69E-05;0.03997943;0.022202266;0.023662733;0.023662733;211.34
389;23/07/2015;2.02E-05;1.61E-05;1.89E-05;1.38E-05;1.88E-05;1.57E-05;1.69E-05;1.83E-05;0.039364364;0.026102536;0.031934948;0.031934948;210.17
390;24/07/2015;2.44E-05;2.43E-05;2.31E-05;2.54E-05;2.28E-05;2.37E-05;2.66E-05;2.96E-05;0.042653354;0.039696988;0.0397261;0.0397261;207.97
391;27/07/2015;3.62E-05;3.86E-05;3.51E-05;3.85E-05;3.34E-05;4.83E-05;3.44E-05;3.93E-05;0.062954493;0.06559248;0.056286834;0.056286834;206.76
392;28/07/2015;2.87E-05;2.94E-05;2.85E-05;3.05E-05;2.76E-05;3.05E-05;2.57E-05;2.42E-05;0.06113847;0.050275722;0.064134645;0.064134645;209.3
393;29/07/2015;3.33E-05;2.16E-05;3.69E-05;2.31E-05;3.69E-05;2.22E-05;3.56E-05;1.87E-05;0.0974012;0.035125217;0.125855994;0.125855994;210.74
394;30/07/2015;2.69E-05;1.84E-05;2.45E-05;1.76E-05;2.36E-05;2.00E-05;2.61E-05;1.32E-05;0.056625124;0.032773519;0.045177883;0.045177883;210.79
395;31/07/2015;2.47E-05;1.96E-05;2.30E-05;1.57E-05;1.99E-05;1.87E-05;1.83E-05;1.84E-05;0.055028264;0.040443382;0.040805434;0.040805434;210.47
396;03/08/2015;3.27E-05;3.40E-05;2.93E-05;2.88E-05;2.64E-05;2.72E-05;3.10E-05;3.17E-05;0.069363253;0.065592194;0.045734886;0.045734886;209.76
397;04/08/2015;2.96E-05;2.57E-05;2.88E-05;2.25E-05;3.02E-05;2.58E-05;3.07E-05;2.67E-05;0.05535977;0.040797191;0.061222642;0.061222642;209.35
398;05/08/2015;2.28E-05;1.91E-05;2.20E-05;1.77E-05;1.94E-05;1.88E-05;1.97E-05;2.02E-05;0.044318242;0.033460253;0.034112466;0.034112466;210.09
399;06/08/2015;3.12E-05;2.96E-05;2.88E-05;3.11E-05;2.84E-05;3.03E-05;3.10E-05;4.56E-05;0.063283806;0.052565484;0.05768623;0.05768623;208.47
400;07/08/2015;3.73E-05;3.23E-05;3.56E-05;2.90E-05;3.37E-05;3.28E-05;3.03E-05;2.53E-05;0.068609195;0.058871702;0.05228497;0.05228497;207.93
401;10/08/2015;1.09E-05;1.31E-05;8.86E-06;1.19E-05;9.63E-06;1.14E-05;1.12E-05;8.75E-06;0.028100442;0.036219286;0.024124952;0.024124952;210.58
402;11/08/2015;3.46E-05;3.10E-05;3.37E-05;3.29E-05;3.35E-05;3.03E-05;3.23E-05;2.26E-05;0.062097407;0.047001862;0.05784689;0.05784689;208.63
403;12/08/2015;5.25E-05;7.45E-05;5.17E-05;7.76E-05;5.01E-05;7.12E-05;5.34E-05;7.02E-05;0.08737325;0.132182001;0.079866657;0.079866657;208.89
404;13/08/2015;3.97E-05;4.46E-05;4.14E-05;3.61E-05;3.79E-05;4.20E-05;3.20E-05;1.96E-05;0.077555381;0.085487077;0.071543189;0.071543189;208.63
405;14/08/2015;2.11E-05;1.70E-05;1.97E-05;1.48E-05;2.04E-05;1.42E-05;1.58E-05;1.48E-05;0.048218776;0.029475009;0.054570644;0.054570644;209.4
406;17/08/2015;1.90E-05;2.13E-05;1.58E-05;2.08E-05;1.41E-05;2.02E-05;2.21E-05;2.60E-05;0.064691766;0.052577444;0.02908163;0.02908163;210.58
407;18/08/2015;2.03E-05;1.50E-05;2.06E-05;1.46E-05;2.03E-05;1.32E-05;2.00E-05;8.25E-06;0.037000171;0.024548885;0.038511399;0.038511399;209.97
408;19/08/2015;6.10E-05;6.80E-05;5.57E-05;7.04E-05;5.43E-05;7.88E-05;6.82E-05;8.37E-05;0.117420855;0.110837764;0.108014284;0.108014284;208.32
409;20/08/2015;7.20E-05;7.24E-05;6.90E-05;7.24E-05;6.09E-05;7.19E-05;6.41E-05;7.44E-05;0.151730247;0.113767294;0.097318138;0.097318138;203.91
410;21/08/2015;0.000153656;0.000156964;0.000157419;0.000167238;0.000152503;0.000174205;0.000143779;0.000180016;0.24847477;0.211295529;0.248490099;0.248490099;197.54
411;24/08/2015;0.00128562;0.002397022;0.001501443;0.002622013;0.001548544;0.002638188;0.00159417;0.002053351;2.766925354;5.680798363;3.936433169;3.936433169;189.48
412;25/08/2015;0.000326858;0.000413537;0.000349763;0.000336404;0.000342284;0.00030413;0.000340644;0.000278327;0.624993096;1.157643879;0.652511148;0.652511148;187.24
413;26/08/2015;0.000465305;0.000479798;0.000459466;0.000495841;0.000444048;0.000476422;0.000409981;0.000298483;0.969418882;0.855947763;0.730974501;0.730974501;194.56
414;27/08/2015;0.000214451;0.000240399;0.000198203;0.000237528;0.000210048;0.000269334;0.000210289;0.000206747;0.437296482;0.438816289;0.415303452;0.415303452;199.28
415;28/08/2015;0.000135239;9.64E-05;0.00012816;9.15E-05;0.000130637;9.50E-05;0.000117837;9.12E-05;0.226309956;0.153971119;0.211313103;0.211313103;199.28
416;31/08/2015;9.10E-05;0.000106975;9.26E-05;0.000109497;9.24E-05;0.00011437;9.04E-05;5.70E-05;0.161990904;0.164817646;0.177687686;0.177687686;197.6
417;01/09/2015;0.000245033;0.000166459;0.000235145;0.000156938;0.000239125;0.000155282;0.000247185;0.000128207;0.449547987;0.26540456;0.438255117;0.438255117;191.61
418;02/09/2015;0.000143372;0.000132012;0.00012549;0.000109193;0.000121781;0.000108325;0.000139534;0.000121246;0.281563993;0.239088517;0.210618324;0.210618324;195.46
419;03/09/2015;0.000138105;8.80E-05;0.000124779;8.28E-05;0.000127304;9.17E-05;0.00012925;7.32E-05;0.285414292;0.138001341;0.201906136;0.201906136;195.55
420;04/09/2015;0.000121164;8.95E-05;0.000120077;9.69E-05;0.000113679;9.59E-05;0.000109418;0.000111782;0.233743807;0.177495309;0.206799829;0.206799829;192.56
421;08/09/2015;5.26E-05;4.41E-05;5.00E-05;4.63E-05;5.30E-05;4.72E-05;4.68E-05;4.86E-05;0.091514776;0.072927015;0.09941562;0.09941562;197.51
422;09/09/2015;0.000101891;6.76E-05;0.000101862;6.47E-05;0.000100522;7.07E-05;8.90E-05;9.90E-05;0.187977628;0.105829053;0.182958283;0.182958283;194.79
423;10/09/2015;0.000133999;8.42E-05;0.000121073;8.17E-05;0.000121783;8.90E-05;0.000113247;0.000118923;0.234059604;0.12742188;0.202049498;0.202049498;195.88
424;11/09/2015;6.56E-05;5.88E-05;5.42E-05;4.95E-05;5.37E-05;5.97E-05;6.13E-05;3.97E-05;0.134282047;0.101263534;0.120056968;0.120056968;196.77
425;14/09/2015;4.60E-05;3.91E-05;4.30E-05;3.92E-05;4.04E-05;4.35E-05;3.98E-05;4.39E-05;0.08889222;0.069677314;0.074435081;0.074435081;196
426;15/09/2015;3.97E-05;3.15E-05;3.96E-05;2.66E-05;3.69E-05;3.18E-05;3.05E-05;2.56E-05;0.074608031;0.057650171;0.065665805;0.065665805;198.49
427;16/09/2015;4.10E-05;3.08E-05;4.52E-05;3.08E-05;4.56E-05;3.11E-05;3.67E-05;3.87E-05;0.069172471;0.054146095;0.075221567;0.075221567;200.19
428;17/09/2015;0.000156547;0.000164932;0.000176939;0.00015998;0.000170908;0.000189839;0.000155173;0.000150898;0.352933885;0.390603574;0.405040107;0.405040107;199.76
429;18/09/2015;0.000105571;9.58E-05;9.80E-05;8.54E-05;9.76E-05;8.90E-05;9.64E-05;7.78E-05;0.219869564;0.167637951;0.183810188;0.183810188;195.42
430;21/09/2015;7.15E-05;6.99E-05;6.87E-05;5.87E-05;6.67E-05;5.45E-05;6.61E-05;7.85E-05;0.137362103;0.121750991;0.123203881;0.123203881;196.46
431;22/09/2015;7.78E-05;7.39E-05;6.78E-05;7.10E-05;6.50E-05;7.60E-05;6.61E-05;7.88E-05;0.145753861;0.11446838;0.101284398;0.101284398;193.88
432;23/09/2015;6.48E-05;6.54E-05;6.21E-05;5.93E-05;5.77E-05;5.79E-05;6.79E-05;3.69E-05;0.117037689;0.107779008;0.096897267;0.096897267;193.57
433;24/09/2015;0.000106704;9.08E-05;9.49E-05;8.32E-05;9.46E-05;9.14E-05;0.00010169;9.56E-05;0.199845669;0.159125811;0.166265425;0.166265425;192.93
434;25/09/2015;9.55E-05;8.81E-05;9.14E-05;9.06E-05;8.98E-05;9.07E-05;8.52E-05;0.000112924;0.173974309;0.150484493;0.156914331;0.156914331;192.81
435;28/09/2015;9.71E-05;9.23E-05;9.97E-05;7.55E-05;0.000103557;8.24E-05;8.75E-05;0.000112102;0.143057992;0.147307743;0.160446955;0.160446955;187.93
436;29/09/2015;0.000147524;0.000146165;0.000151039;0.000138414;0.000147691;0.000143934;0.000139116;0.000159608;0.24165854;0.235255375;0.231338372;0.231338372;188.05
437;30/09/2015;8.69E-05;0.000100731;8.79E-05;8.55E-05;8.67E-05;8.87E-05;8.46E-05;8.16E-05;0.155994976;0.164864799;0.147620234;0.147620234;191.67
438;01/10/2015;0.000125544;0.000126473;0.000123508;0.000113862;0.000120206;9.89E-05;0.000120263;7.70E-05;0.216226355;0.213496124;0.20453225;0.20453225;192.15
439;02/10/2015;0.000123121;0.00011413;0.0001194;0.000121619;0.000125163;0.000134084;0.000118329;0.000127794;0.206585314;0.15514866;0.210726107;0.210726107;194.98
440;05/10/2015;4.31E-05;3.90E-05;4.06E-05;3.60E-05;4.06E-05;3.92E-05;3.65E-05;2.76E-05;0.082093991;0.075265796;0.078252971;0.078252971;198.5
441;06/10/2015;6.51E-05;4.80E-05;6.02E-05;4.51E-05;6.13E-05;3.94E-05;6.75E-05;5.38E-05;0.104736911;0.087006395;0.09787567;0.09787567;197.82
442;07/10/2015;8.76E-05;8.12E-05;8.75E-05;7.23E-05;9.15E-05;8.00E-05;7.42E-05;8.35E-05;0.145163184;0.117244208;0.154184994;0.154184994;199.45
443;08/10/2015;6.59E-05;4.99E-05;7.28E-05;5.12E-05;7.50E-05;4.96E-05;5.94E-05;4.76E-05;0.116530622;0.087222077;0.148452664;0.148452664;201.215
444;09/10/2015;3.70E-05;3.23E-05;3.48E-05;3.22E-05;3.49E-05;3.35E-05;3.73E-05;2.35E-05;0.064964692;0.050098194;0.058713279;0.058713279;201.36
445;12/10/2015;2.18E-05;1.54E-05;2.09E-05;1.39E-05;2.20E-05;1.48E-05;2.13E-05;1.30E-05;0.044888;0.02568949;0.044112121;0.044112121;201.55
446;13/10/2015;3.41E-05;2.66E-05;3.12E-05;2.42E-05;3.10E-05;2.50E-05;2.89E-05;2.62E-05;0.066333454;0.043197333;0.057847221;0.057847221;200.22
447;14/10/2015;5.13E-05;4.85E-05;4.95E-05;5.05E-05;5.05E-05;5.34E-05;4.66E-05;5.09E-05;0.081252772;0.066761627;0.077756188;0.077756188;199.27
448;15/10/2015;4.00E-05;2.94E-05;3.75E-05;3.31E-05;3.29E-05;3.55E-05;3.64E-05;3.44E-05;0.083707272;0.039695856;0.055546712;0.055546712;202.33
449;16/10/2015;2.41E-05;2.08E-05;2.33E-05;2.13E-05;2.22E-05;2.34E-05;2.20E-05;2.03E-05;0.044536746;0.030321223;0.038432861;0.038432861;203.14
450;19/10/2015;2.57E-05;2.30E-05;2.43E-05;2.19E-05;2.46E-05;2.32E-05;2.11E-05;2.25E-05;0.043151289;0.036598542;0.039156862;0.039156862;203.33
451;20/10/2015;3.21E-05;2.50E-05;2.87E-05;2.60E-05;2.81E-05;2.62E-05;2.95E-05;2.05E-05;0.054686872;0.037110075;0.043016719;0.043016719;203.07
452;21/10/2015;5.16E-05;5.85E-05;4.54E-05;5.37E-05;4.12E-05;5.83E-05;5.02E-05;5.86E-05;0.125136229;0.099636031;0.065740165;0.065740165;201.82
453;22/10/2015;4.19E-05;3.47E-05;3.90E-05;3.11E-05;3.72E-05;3.20E-05;3.93E-05;3.91E-05;0.09401649;0.057049234;0.064529034;0.064529034;205.22
454;23/10/2015;4.24E-05;2.78E-05;4.08E-05;3.04E-05;3.99E-05;3.06E-05;3.41E-05;2.48E-05;0.074820791;0.040070229;0.064271019;0.064271019;207.51
455;26/10/2015;2.21E-05;1.57E-05;2.14E-05;1.67E-05;2.08E-05;1.70E-05;2.04E-05;1.11E-05;0.040930785;0.024005514;0.035330873;0.035330873;206.97
456;27/10/2015;2.86E-05;2.75E-05;2.47E-05;2.34E-05;2.25E-05;2.23E-05;2.40E-05;2.94E-05;0.081257907;0.057445469;0.034358972;0.034358972;206.58
457;28/10/2015;6.22E-05;8.92E-05;4.89E-05;5.90E-05;5.34E-05;7.17E-05;6.70E-05;6.35E-05;0.184379014;0.324113766;0.130261443;0.130261443;208.96
458;29/10/2015;2.68E-05;2.43E-05;2.43E-05;2.67E-05;2.44E-05;2.50E-05;2.38E-05;2.12E-05;0.054206164;0.041023024;0.042492953;0.042492953;208.87
459;30/10/2015;3.36E-05;3.30E-05;2.74E-05;3.33E-05;2.78E-05;3.10E-05;3.24E-05;2.65E-05;0.08981255;0.076980767;0.05264588;0.05264588;207.85
460;02/11/2015;1.76E-05;1.56E-05;1.48E-05;1.35E-05;1.53E-05;1.47E-05;1.74E-05;1.06E-05;0.049353656;0.034875261;0.026595722;0.026595722;210.37
461;03/11/2015;1.80E-05;2.10E-05;1.74E-05;1.70E-05;1.70E-05;1.61E-05;1.66E-05;2.04E-05;0.032587758;0.041202458;0.028958322;0.028958322;210.96
462;04/11/2015;3.92E-05;4.07E-05;3.73E-05;4.08E-05;3.76E-05;3.89E-05;4.19E-05;3.14E-05;0.066836849;0.063538464;0.061443825;0.061443825;210.38
463;05/11/2015;3.58E-05;3.50E-05;3.40E-05;3.41E-05;3.24E-05;4.02E-05;3.46E-05;3.84E-05;0.064292613;0.053116207;0.052280137;0.052280137;210.12
464;06/11/2015;4.61E-05;3.89E-05;4.67E-05;3.60E-05;4.36E-05;4.86E-05;5.57E-05;5.74E-05;0.085143441;0.061165347;0.075253911;0.075253911;210.02
465;09/11/2015;4.47E-05;4.97E-05;3.96E-05;4.36E-05;3.94E-05;4.03E-05;4.04E-05;3.55E-05;0.083078547;0.120910015;0.080046865;0.080046865;208.06
466;10/11/2015;3.60E-05;3.53E-05;3.17E-05;3.10E-05;2.97E-05;3.27E-05;3.26E-05;2.27E-05;0.077210621;0.062762851;0.057185695;0.057185695;208.51
467;11/11/2015;2.57E-05;2.48E-05;2.24E-05;2.04E-05;2.23E-05;2.24E-05;2.62E-05;2.03E-05;0.048869531;0.040147949;0.041525142;0.041525142;207.71
468;12/11/2015;4.80E-05;4.79E-05;4.42E-05;4.83E-05;4.23E-05;5.34E-05;4.55E-05;4.07E-05;0.085966229;0.071671431;0.073905643;0.073905643;204.89
469;13/11/2015;5.41E-05;4.58E-05;5.53E-05;4.42E-05;5.43E-05;4.84E-05;5.47E-05;5.13E-05;0.091086698;0.068723049;0.084981328;0.084981328;202.54
470;16/11/2015;5.98E-05;5.74E-05;5.55E-05;4.92E-05;5.57E-05;4.87E-05;6.05E-05;6.88E-05;0.137586621;0.137084371;0.099878748;0.099878748;205.6
471;17/11/2015;6.26E-05;6.64E-05;6.05E-05;6.91E-05;6.45E-05;6.64E-05;6.26E-05;4.88E-05;0.104690238;0.099422896;0.118884961;0.118884961;205.38
472;18/11/2015;4.57E-05;4.26E-05;4.36E-05;4.07E-05;4.53E-05;3.58E-05;4.44E-05;4.48E-05;0.090849149;0.076565734;0.089479875;0.089479875;208.71
473;19/11/2015;2.86E-05;2.27E-05;2.66E-05;2.55E-05;2.52E-05;2.45E-05;2.41E-05;1.70E-05;0.054059906;0.042066586;0.049700696;0.049700696;208.53
474;20/11/2015;1.72E-05;1.64E-05;1.53E-05;1.43E-05;1.53E-05;1.35E-05;1.51E-05;1.38E-05;0.031213225;0.028955213;0.027238377;0.027238377;209.35
475;23/11/2015;2.12E-05;2.11E-05;2.07E-05;2.42E-05;2.09E-05;2.58E-05;1.60E-05;2.30E-05;0.038803881;0.034699056;0.036967177;0.036967177;209.06
476;24/11/2015;3.55E-05;3.30E-05;3.51E-05;3.11E-05;3.41E-05;2.85E-05;2.86E-05;3.99E-05;0.066991363;0.055417693;0.065513409;0.065513409;209.38
477;25/11/2015;1.36E-05;1.13E-05;1.26E-05;1.15E-05;1.18E-05;1.08E-05;1.13E-05;7.02E-06;0.03435594;0.02440469;0.027260151;0.027260151;209.32
478;30/11/2015;2.09E-05;1.88E-05;2.00E-05;1.63E-05;1.94E-05;1.72E-05;2.24E-05;1.92E-05;0.039524325;0.030941871;0.032784834;0.032784834;208.67
479;01/12/2015;2.69E-05;2.59E-05;2.27E-05;2.45E-05;1.85E-05;2.30E-05;2.97E-05;3.36E-05;0.119840069;0.048604044;0.04133014;0.04133014;210.74
480;02/12/2015;3.50E-05;2.64E-05;3.22E-05;2.29E-05;3.00E-05;2.67E-05;3.54E-05;2.29E-05;0.075244302;0.042102009;0.051110222;0.051110222;208.5
481;03/12/2015;8.10E-05;8.15E-05;7.66E-05;7.81E-05;7.42E-05;8.75E-05;7.87E-05;7.60E-05;0.16090425;0.129077997;0.155665385;0.155665385;205.6
482;04/12/2015;5.17E-05;6.52E-05;5.07E-05;5.91E-05;5.11E-05;5.46E-05;5.91E-05;7.22E-05;0.099830057;0.133778973;0.108087706;0.108087706;209.63
483;07/12/2015;6.38E-05;6.10E-05;5.99E-05;6.87E-05;5.54E-05;6.47E-05;5.27E-05;3.23E-05;0.117826629;0.095849156;0.100109467;0.100109467;208.29
484;08/12/2015;7.24E-05;9.41E-05;6.56E-05;7.83E-05;6.61E-05;7.64E-05;7.94E-05;9.07E-05;0.123574484;0.172046719;0.118954217;0.118954217;206.96
485;09/12/2015;0.000114803;0.000111339;0.000108771;9.48E-05;0.000103737;9.26E-05;9.57E-05;0.000103896;0.231915968;0.212533994;0.175352681;0.175352681;205.36
486;10/12/2015;7.35E-05;6.47E-05;6.35E-05;6.94E-05;6.13E-05;7.30E-05;6.62E-05;7.78E-05;0.162084936;0.114213718;0.1136764;0.1136764;205.82
487;11/12/2015;0.00010161;7.33E-05;9.75E-05;6.47E-05;0.000107967;7.13E-05;8.29E-05;5.91E-05;0.165518317;0.117243162;0.180174575;0.180174575;201.85
488;14/12/2015;0.000148218;0.00015527;0.000143469;0.000168484;0.000135848;0.000174925;0.000141579;0.000124489;0.290172417;0.247108684;0.219173669;0.219173669;202.99
489;15/12/2015;4.70E-05;4.04E-05;4.41E-05;3.67E-05;4.23E-05;3.50E-05;4.99E-05;4.79E-05;0.083546495;0.067713165;0.076686821;0.076686821;205.09
490;16/12/2015;0.000136315;6.92E-05;0.000134009;7.44E-05;0.000116764;8.03E-05;0.000105403;7.73E-05;0.625347427;0.116018013;0.415121372;0.415121372;207.98
491;17/12/2015;9.18E-05;8.69E-05;8.12E-05;7.85E-05;7.73E-05;7.48E-05;9.00E-05;0.000116011;0.184114568;0.154474001;0.127637587;0.127637587;204.89
492;18/12/2015;9.79E-05;8.35E-05;0.000100544;7.80E-05;9.55E-05;7.55E-05;8.88E-05;9.37E-05;0.164272192;0.127621906;0.154237571;0.154237571;199.96
493;21/12/2015;5.24E-05;5.51E-05;4.91E-05;4.88E-05;5.19E-05;5.30E-05;5.19E-05;4.52E-05;0.088672678;0.095641907;0.096968115;0.096968115;201.65
494;22/12/2015;4.04E-05;4.11E-05;3.78E-05;3.61E-05;3.56E-05;4.01E-05;4.09E-05;4.41E-05;0.081625286;0.070184296;0.067138943;0.067138943;203.51
495;23/12/2015;2.42E-05;1.54E-05;2.50E-05;1.51E-05;2.47E-05;1.50E-05;1.41E-05;1.20E-05;0.054704817;0.027938647;0.064302789;0.064302789;206.02
496;28/12/2015;2.42E-05;2.62E-05;2.30E-05;2.14E-05;2.22E-05;1.93E-05;2.54E-05;1.77E-05;0.043297862;0.058774127;0.036892986;0.036892986;205.19
497;29/12/2015;1.34E-05;1.37E-05;1.30E-05;1.18E-05;1.22E-05;1.16E-05;1.47E-05;1.43E-05;0.023033246;0.027770497;0.020312105;0.020312105;207.43
498;30/12/2015;2.11E-05;1.86E-05;2.24E-05;1.43E-05;2.20E-05;1.25E-05;1.91E-05;1.68E-05;0.046304503;0.049595814;0.056566501;0.056566501;205.94
499;31/12/2015;3.81E-05;4.02E-05;3.24E-05;2.88E-05;3.11E-05;2.92E-05;3.90E-05;4.18E-05;0.078992888;0.093539794;0.056935083;0.056935083;203.93
500;04/01/2016;9.20E-05;9.04E-05;8.56E-05;8.73E-05;8.62E-05;8.74E-05;8.02E-05;8.30E-05;0.164196926;0.172182897;0.152604768;0.152604768;200.99
501;05/01/2016;7.62E-05;6.58E-05;7.18E-05;6.82E-05;6.57E-05;6.52E-05;7.16E-05;7.70E-05;0.141948096;0.100751511;0.111238146;0.111238146;201.43
502;06/01/2016;8.68E-05;7.06E-05;8.34E-05;7.10E-05;8.78E-05;7.33E-05;6.50E-05;8.88E-05;0.161452351;0.119607981;0.174172074;0.174172074;198.79
503;07/01/2016;0.000146323;0.000163483;0.00015119;0.000149032;0.000141763;0.000140317;0.000138158;0.000160095;0.248682722;0.291023615;0.217625355;0.217625355;194.01
504;08/01/2016;0.000121503;0.000145883;0.000114409;0.000152943;0.000118984;0.000151917;0.000114687;0.000123587;0.195786624;0.236339164;0.212061442;0.212061442;191.89
505;11/01/2016;0.000143335;0.000154516;0.000135087;0.000163822;0.00012863;0.000191937;0.000157128;0.000176752;0.238578651;0.239485522;0.205241602;0.205241602;192.08
506;12/01/2016;0.000134683;0.000143932;0.000131799;0.000132813;0.000129547;0.000148662;0.000140827;0.000177332;0.204161503;0.208508248;0.195830027;0.195830027;193.62
507;13/01/2016;0.000179441;0.000194184;0.00018251;0.00017174;0.000191516;0.000160078;0.000157444;0.000132516;0.289871455;0.424097719;0.30579245;0.30579245;188.84
508;14/01/2016;0.000194189;0.000171352;0.000185801;0.000190883;0.000182295;0.000203854;0.000188971;0.000268137;0.354040321;0.267237273;0.325054898;0.325054898;191.89
509;15/01/2016;0.000225618;0.000198521;0.000218546;0.000214124;0.000217126;0.000231852;0.0002448;0.000217215;0.370210907;0.290073965;0.340233571;0.340233571;187.78
510;19/01/2016;0.000172921;0.000184424;0.000174797;0.000149828;0.000176588;0.000156247;0.000183464;0.000202618;0.26835636;0.292802496;0.27588857;0.27588857;188.02
511;20/01/2016;0.000344806;0.000339777;0.00034881;0.000360261;0.000343426;0.000380374;0.000347554;0.000414054;0.5145817;0.500887401;0.520115704;0.520115704;185.79
512;21/01/2016;0.000307619;0.000310115;0.000297202;0.000315879;0.000287618;0.000314229;0.000328218;0.000230124;0.541706115;0.50129809;0.450294997;0.450294997;186.68
513;22/01/2016;0.000102823;6.03E-05;0.000103822;6.83E-05;0.00010255;7.39E-05;5.64E-05;5.92E-05;0.170516521;0.081344672;0.176661963;0.176661963;190.49
514;25/01/2016;9.98E-05;6.78E-05;0.000101734;6.03E-05;9.67E-05;6.02E-05;7.31E-05;7.18E-05;0.167676;0.112859874;0.155869734;0.155869734;187.66
515;26/01/2016;9.10E-05;9.98E-05;7.69E-05;8.74E-05;7.59E-05;8.30E-05;8.23E-05;6.24E-05;0.211824584;0.191197822;0.143323816;0.143323816;190.18
516;27/01/2016;0.000214025;0.000189368;0.00022284;0.000117104;0.000236504;0.000128042;0.000152148;0.000212821;0.696645236;0.453750343;0.909612315;0.909612315;188.12
517;28/01/2016;0.00017758;0.000184847;0.000162649;0.000192391;0.000159563;0.000163281;0.000129711;0.000136405;0.340508536;0.312209943;0.276663847;0.276663847;189.14
518;29/01/2016;6.42E-05;5.58E-05;6.12E-05;4.74E-05;5.89E-05;4.67E-05;5.93E-05;7.45E-05;0.137434995;0.102454445;0.10671596;0.10671596;193.69
519;01/02/2016;7.48E-05;9.24E-05;7.38E-05;9.47E-05;7.52E-05;0.000105302;9.03E-05;6.25E-05;0.13305316;0.136622062;0.127713707;0.127713707;193.6899
520;02/02/2016;8.43E-05;6.32E-05;7.57E-05;5.95E-05;7.42E-05;6.27E-05;8.17E-05;7.86E-05;0.153636258;0.098498269;0.119897773;0.119897773;190.13
521;03/02/2016;0.000254888;0.000272079;0.000258158;0.000273295;0.000242451;0.000256023;0.000275735;0.000306756;0.451486506;0.543829563;0.371989714;0.371989714;191.19
522;04/02/2016;0.000196435;0.000194432;0.000191362;0.000226317;0.00018914;0.000205953;0.000206967;0.000167214;0.359398253;0.333038091;0.375425117;0.375425117;191.55
523;05/02/2016;0.000147078;0.000132825;0.000146065;0.000121757;0.000141935;0.000132217;0.000145694;9.93E-05;0.240927821;0.202967713;0.216175576;0.216175576;187.95
524;08/02/2016;0.000179122;0.000183426;0.000173595;0.000164526;0.00016622;0.000167705;0.000163084;0.000155613;0.320407164;0.314847008;0.296752184;0.296752184;185.37
525;09/02/2016;0.000225978;0.000262328;0.000219061;0.000283897;0.000227741;0.000311827;0.000229429;0.00024901;0.355026509;0.383862333;0.362869873;0.362869873;185.38
526;10/02/2016;0.000153212;0.000162687;0.00014969;0.000168979;0.000147555;0.000153192;0.000157687;0.000122652;0.261333525;0.262133222;0.235618869;0.235618869;185.29
527;11/02/2016;0.00025759;0.000211998;0.00025633;0.000175056;0.000264521;0.000214565;0.000256583;0.000165736;0.524519695;0.375956053;0.534348425;0.534348425;183.06
